"","Date","Contributors","Ocean","Province","Country","Location","Lat_locat_center","Lon_locat_center","Local_census","Length_m","Area_m2","Site","Lat_site","Lon_site","Depth_m","Mesozones2_30m","Trash_group","Trash_count","MPA","Managed_area","Site_split_MPA","Nearest_MPA_Lat","Nearest_MPA_Lon","Nearest_Market_Lat","Nearest_Market_Lon","Dist_MPA","Dist_Market","Pop10Km","Pop100Km","Coral_reef_Km2","Economic.status1","Coastal.population2","Waste.generation.rate..kg.person.day.3","X..Plastic.in.waste.stream4","X..Inadequately.managed.waste5","X..Littered.waste6","Waste.generation..kg.day.7","Plastic.waste.generation..kg.day.7","Inadequately.managed.plastic.waste..kg.day.7","Plastic.waste.littered...kg.day.7","Mismanaged.plastic.waste..kg.person.day.7","Mismanaged_2010","Mismanaged.plastic.waste.in.2025...tonnes.7","Mismanaged_plastic_pop10Km_2010_Tons","Mismanaged_plastic_pop100Km_2010_Tons","ID_transect","Complexity_3pt","Lat","Lon","Depth_m.1","Mesophotic.zones2","Size_1","Size_2","Size_3","Size_4","Size_5","Managed_Area","Coastline_km","Trash_per_m2","Meso_zone2","Meso_zone3","Reefarea_pop100"
"11","10_27_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"33",20,40,"ponta_norte",-3.808983333,-32.36773889,7.6,"Shallow","fishing",0,"yes","National Park",0,-3.808983333,-32.36773889,-3.846543,-32.413243,0,7.1,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"916","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"12","10_27_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"34",20,40,"ponta_norte",-3.808983333,-32.36773889,7.6,"Shallow","fishing",0,"yes","National Park",0,-3.808983333,-32.36773889,-3.846543,-32.413243,0,7.1,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"917","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"13","10_27_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"35",20,40,"ponta_norte",-3.808983333,-32.36773889,7.6,"Shallow","fishing",0,"yes","National Park",0,-3.808983333,-32.36773889,-3.846543,-32.413243,0,7.1,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"918","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"14","10_23_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"45",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,6.1,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"928","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"15","10_23_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"46",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,6.1,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"929","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"16","10_23_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"47",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,6.1,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"930","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"17","10_23_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"48",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,6.1,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"931","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"18","10_26_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"50",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,9.1,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"933","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"19","10_26_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"51",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,7.6,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"934","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"20","10_26_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"52",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,6.7,"Shallow","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"935","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0271948981937603
"21","10_16_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"1",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,49.1,"MCE","fishing",0,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"884","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"22","10_16_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"2",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,49.1,"MCE","fishing",1,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"885","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"MCE","Upper",0.0271948981937603
"23","10_16_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"3",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,49.1,"MCE","fishing",0,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"886","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"24","10_16_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"4",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,49.1,"MCE","fishing",0,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"887","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"25","10_16_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"5",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,42.4,"MCE","fishing",0,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"888","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"26","10_16_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"6",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,42.4,"MCE","fishing",0,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"889","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"27","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"7",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,54.5,"MCE","fishing",0,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"890","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"28","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"8",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,54.5,"MCE","fishing",0,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"891","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"29","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"9",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,51.5,"MCE","fishing",0,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"892","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"30","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"10",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,51.5,"MCE","fishing",0,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"893","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"31","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"11",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,47,"MCE","fishing",0,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"894","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"32","10_28_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"36",20,40,"cabeco_2_irmaos",-3.845641667,-32.44825833,43.9,"MCE","fishing",0,"yes","National Park",0,-3.845641667,-32.44825833,-3.846543,-32.413243,0,5.3,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"919","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"33","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"37",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,56.1,"MCE","fishing",3,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"920","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,"MCE","Upper",0.0271948981937603
"34","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"38",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,57.6,"MCE","fishing",2,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"921","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"MCE","Upper",0.0271948981937603
"35","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"39",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,51.5,"MCE","fishing",0,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"922","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.0271948981937603
"36","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"40",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,51.5,"MCE","fishing",2,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"923","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"MCE","Upper",0.0271948981937603
"37","10_20_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"41",20,40,"corveta_ipiranga",-3.860597222,-32.46149167,45.5,"MCE","fishing",2,"yes","National Park",0,-3.860597222,-32.46149167,-3.846543,-32.413243,0,7.6,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"924","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"MCE","Upper",0.0271948981937603
"38","10_24_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"25",20,40,"gregos_wall_(fishing_spot)",-3.822105556,-32.41785,81.2,"MCE","fishing",0,"yes","National Park",0,-3.822105556,-32.41785,-3.846543,-32.413243,0,2.7,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"908","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"39","10_24_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"26",20,40,"gregos_wall_(fishing_spot)",-3.822105556,-32.41785,81.2,"MCE","fishing",0,"yes","National Park",0,-3.822105556,-32.41785,-3.846543,-32.413243,0,2.7,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"909","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"40","10_27_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"29",20,40,"ponta_norte",-3.808983333,-32.36773889,84.2,"MCE","fishing",0,"yes","National Park",0,-3.808983333,-32.36773889,-3.846543,-32.413243,0,7.1,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"912","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"41","10_27_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"30",20,40,"ponta_norte",-3.808983333,-32.36773889,81.8,"MCE","fishing",0,"yes","National Park",0,-3.808983333,-32.36773889,-3.846543,-32.413243,0,7.1,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"913","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"42","10_27_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"54",20,40,"ponta_norte",-3.808983333,-32.36773889,84.8,"MCE","fishing",0,"yes","National Park",0,-3.808983333,-32.36773889,-3.846543,-32.413243,0,7.1,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"937","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"43","10_21_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"12",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,91.2,"MCE","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"895","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"44","10_21_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"13",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,91.2,"MCE","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"896","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"45","10_23_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"14",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,103,"MCE","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"897","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"46","10_23_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"15",20,40,"sapata_(hudsons_wall)",-3.886488889,-32.47448889,103,"MCE","fishing",0,"yes","National Park",0,-3.886488889,-32.47448889,-3.846543,-32.413243,0,12,2905,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.50638125,4.72355625,"898","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.0271948981937603
"47","10_24_2019","CAS","Atlantic","SWA","Brazil","Fernando_de_Noronha",-3.855304514,-32.44588299,"24",20,40,"gregos_wall_(fishing_spot)",-3.822105556,-32.41785,109.7,"MCE","fishing",1,"yes","National Park",0,-3.822105556,-32.41785,-3.846543,-32.413243,0,2.7,3045,3045,82.808465,"UMI",74696771,1.03,16,9,2,76937674,12271559,1046087,245431,0.017,NA,954198,4.72355625,4.72355625,"907","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"MCE","Lower",0.0271948981937603
